Year,Month,Sensor_ID,Hourly_Counts,sensor_description,sensor_name
2013,11,2,839533,Bourke Street Mall (South),Bou283_T
2013,11,5,742520,Princes Bridge,PriNW_T
2013,11,24,665605,Spencer St-Collins St (North),Col620_T
2013,11,28,643419,The Arts Centre,VAC_T
2013,11,15,617230,State Library,QV_T
2013,11,6,610156,Flinders Street Station Underpass,FliS_T
2013,12,4,1327894,Town Hall (West),Swa123_T
2013,12,2,1145625,Bourke Street Mall (South),Bou283_T
2013,12,1,1141824,Bourke Street Mall (North),Bou292_T
2013,12,22,1117051,Flinders St-Elizabeth St (East),Eli274_T
2013,12,3,983912,Melbourne Central,Swa295_T
2013,12,5,776400,Princes Bridge,PriNW_T
2013,12,6,689307,Flinders Street Station Underpass,FliS_T
2013,12,15,621647,State Library,QV_T
2013,12,28,603502,The Arts Centre,VAC_T
2013,12,16,601616,Australia on Collins,Col270_T
2014,1,4,1100135,Town Hall (West),Swa123_T
2014,1,22,1064733,Flinders St-Elizabeth St (East),Eli274_T
2014,1,3,844635,Melbourne Central,Swa295_T
2014,1,1,798262,Bourke Street Mall (North),Bou292_T
2014,1,2,795386,Bourke Street Mall (South),Bou283_T
2014,1,5,752408,Princes Bridge,PriNW_T
2014,1,32,709047,City Square,CSq_T
2014,1,6,633265,Flinders Street Station Underpass,FliS_T
2014,1,28,606283,The Arts Centre,VAC_T
2014,1,24,603608,Spencer St-Collins St (North),Col620_T
2014,2,4,1017371,Town Hall (West),Swa123_T
2014,2,22,992670,Flinders St-Elizabeth St (East),Eli274_T
2014,2,3,882554,Melbourne Central,Swa295_T
2014,2,1,787333,Bourke Street Mall (North),Bou292_T
2014,2,2,713106,Bourke Street Mall (South),Bou283_T
2014,2,5,696979,Princes Bridge,PriNW_T
2014,2,24,657325,Spencer St-Collins St (North),Col620_T
2014,2,15,630463,State Library,QV_T
2014,2,32,590744,City Square,CSq_T
2014,2,6,587789,Flinders Street Station Underpass,FliS_T
2014,3,4,1151765,Town Hall (West),Swa123_T
2014,3,22,1099678,Flinders St-Elizabeth St (East),Eli274_T
2014,3,3,1083106,Melbourne Central,Swa295_T
2014,3,1,845532,Bourke Street Mall (North),Bou292_T
2014,3,5,844643,Princes Bridge,PriNW_T
2014,3,32,836980,City Square,CSq_T
2014,3,2,787833,Bourke Street Mall (South),Bou283_T
2014,3,15,744602,State Library,QV_T
2014,3,24,733306,Spencer St-Collins St (North),Col620_T
2014,3,28,679056,The Arts Centre,VAC_T
2014,4,4,1198193,Town Hall (West),Swa123_T
2014,4,22,1069421,Flinders St-Elizabeth St (East),Eli274_T
2014,4,3,1015305,Melbourne Central,Swa295_T
2014,4,1,902012,Bourke Street Mall (North),Bou292_T
2014,4,32,866825,City Square,CSq_T
2014,4,2,845036,Bourke Street Mall (South),Bou283_T
2014,4,5,777851,Princes Bridge,PriNW_T
2014,4,15,657197,State Library,QV_T
2014,4,24,655581,Spencer St-Collins St (North),Col620_T
2014,4,6,615832,Flinders Street Station Underpass,FliS_T
2014,5,4,1135069,Town Hall (West),Swa123_T
2014,5,22,1071990,Flinders St-Elizabeth St (East),Eli274_T
2014,5,3,982321,Melbourne Central,Swa295_T
2014,5,1,827025,Bourke Street Mall (North),Bou292_T
2014,5,2,755415,Bourke Street Mall (South),Bou283_T
2014,5,32,727790,City Square,CSq_T
2014,5,5,709233,Princes Bridge,PriNW_T
2014,5,15,646025,State Library,QV_T
2014,5,6,623711,Flinders Street Station Underpass,FliS_T
2014,5,28,604451,The Arts Centre,VAC_T
2014,6,4,1044960,Town Hall (West),Swa123_T
2014,6,22,986041,Flinders St-Elizabeth St (East),Eli274_T
2014,6,3,851433,Melbourne Central,Swa295_T
2014,6,1,749352,Bourke Street Mall (North),Bou292_T
2014,6,2,715883,Bourke Street Mall (South),Bou283_T
2014,6,24,668900,Spencer St-Collins St (North),Col620_T
2014,6,5,655945,Princes Bridge,PriNW_T
2014,6,32,619128,City Square,CSq_T
2014,6,28,571908,The Arts Centre,VAC_T
2014,6,6,568549,Flinders Street Station Underpass,FliS_T
2014,7,22,1060808,Flinders St-Elizabeth St (East),Eli274_T
2014,7,3,937819,Melbourne Central,Swa295_T
2014,7,4,836833,Town Hall (West),Swa123_T
2014,7,1,800875,Bourke Street Mall (North),Bou292_T
2014,7,2,773179,Bourke Street Mall (South),Bou283_T
2014,7,5,724269,Princes Bridge,PriNW_T
2014,7,32,702447,City Square,CSq_T
2014,7,24,647752,Spencer St-Collins St (North),Col620_T
2014,7,6,629226,Flinders Street Station Underpass,FliS_T
2014,7,28,620888,The Arts Centre,VAC_T
2014,8,22,1059926,Flinders St-Elizabeth St (East),Eli274_T
2014,8,3,1033709,Melbourne Central,Swa295_T
2014,8,4,900157,Town Hall (West),Swa123_T
2014,8,1,750077,Bourke Street Mall (North),Bou292_T
2014,8,5,730823,Princes Bridge,PriNW_T
2014,8,2,721774,Bourke Street Mall (South),Bou283_T
2014,8,24,715768,Spencer St-Collins St (North),Col620_T
2014,8,32,705843,City Square,CSq_T
2014,8,15,645445,State Library,QV_T
2014,8,28,626033,The Arts Centre,VAC_T
2014,9,4,1067446,Town Hall (West),Swa123_T
2014,9,22,1049304,Flinders St-Elizabeth St (East),Eli274_T
2014,9,3,943337,Melbourne Central,Swa295_T
2014,9,1,732849,Bourke Street Mall (North),Bou292_T
2014,9,2,721921,Bourke Street Mall (South),Bou283_T
2014,9,24,710906,Spencer St-Collins St (North),Col620_T
2014,9,5,706978,Princes Bridge,PriNW_T
2014,9,6,626060,Flinders Street Station Underpass,FliS_T
2014,9,28,610833,The Arts Centre,VAC_T
2014,9,15,597154,State Library,QV_T
2014,10,4,1136206,Town Hall (West),Swa123_T
2014,10,22,1096044,Flinders St-Elizabeth St (East),Eli274_T
2014,10,3,997779,Melbourne Central,Swa295_T
2014,10,1,798950,Bourke Street Mall (North),Bou292_T
2014,10,2,788991,Bourke Street Mall (South),Bou283_T
2014,10,24,764954,Spencer St-Collins St (North),Col620_T
2014,10,32,755152,City Square,CSq_T
2014,10,5,753886,Princes Bridge,PriNW_T
2014,10,6,687763,Flinders Street Station Underpass,FliS_T
2014,10,15,628859,State Library,QV_T
2014,11,4,1173173,Town Hall (West),Swa123_T
2014,11,22,1070165,Flinders St-Elizabeth St (East),Eli274_T
2014,11,3,954541,Melbourne Central,Swa295_T
2014,11,2,832719,Bourke Street Mall (South),Bou283_T
2014,11,5,793174,Princes Bridge,PriNW_T
2014,11,32,750766,City Square,CSq_T
2014,11,24,676891,Spencer St-Collins St (North),Col620_T
2014,11,6,658042,Flinders Street Station Underpass,FliS_T
2014,11,15,587433,State Library,QV_T
2014,11,28,575398,The Arts Centre,VAC_T
2014,12,4,1419535,Town Hall (West),Swa123_T
2014,12,22,1163576,Flinders St-Elizabeth St (East),Eli274_T
2014,12,2,1144588,Bourke Street Mall (South),Bou283_T
2014,12,32,1023518,City Square,CSq_T
2014,12,3,972818,Melbourne Central,Swa295_T
2014,12,5,804383,Princes Bridge,PriNW_T
2014,12,6,750082,Flinders Street Station Underpass,FliS_T
2014,12,24,666334,Spencer St-Collins St (North),Col620_T
2014,12,28,617330,The Arts Centre,VAC_T
2014,12,15,594606,State Library,QV_T
2015,1,38,1738953,Flinders St-Swanston St (West),Swa11_T
2015,1,4,1154347,Town Hall (West),Swa123_T
2015,1,22,1113193,Flinders St-Elizabeth St (East),Eli274_T
2015,1,5,859144,Princes Bridge,PriNW_T
2015,1,3,838951,Melbourne Central,Swa295_T
2015,1,2,794963,Bourke Street Mall (South),Bou283_T
2015,1,32,774231,City Square,CSq_T
2015,1,6,694347,Flinders Street Station Underpass,FliS_T
2015,1,24,619121,Spencer St-Collins St (North),Col620_T
2015,1,28,591321,The Arts Centre,VAC_T
2015,2,38,1645443,Flinders St-Swanston St (West),Swa11_T
2015,2,4,1074216,Town Hall (West),Swa123_T
2015,2,22,1045406,Flinders St-Elizabeth St (East),Eli274_T
2015,2,3,858384,Melbourne Central,Swa295_T
2015,2,5,836623,Princes Bridge,PriNW_T
2015,2,6,836508,Flinders Street Station Underpass,FliS_T
2015,2,32,781262,City Square,CSq_T
2015,2,24,709773,Spencer St-Collins St (North),Col620_T
2015,2,2,705162,Bourke Street Mall (South),Bou283_T
2015,2,28,688364,The Arts Centre,VAC_T
2015,3,38,1966429,Flinders St-Swanston St (West),Swa11_T
2015,3,6,1223332,Flinders Street Station Underpass,FliS_T
2015,3,4,1191867,Town Hall (West),Swa123_T
2015,3,22,1162680,Flinders St-Elizabeth St (East),Eli274_T
2015,3,3,1077952,Melbourne Central,Swa295_T
2015,3,5,968980,Princes Bridge,PriNW_T
2015,3,32,910872,City Square,CSq_T
2015,3,1,859945,Bourke Street Mall (North),Bou292_T
2015,3,2,797949,Bourke Street Mall (South),Bou283_T
2015,3,24,794845,Spencer St-Collins St (North),Col620_T
2015,4,38,1804321,Flinders St-Swanston St (West),Swa11_T
2015,4,4,1158730,Town Hall (West),Swa123_T
2015,4,6,1111253,Flinders Street Station Underpass,FliS_T
2015,4,22,1058893,Flinders St-Elizabeth St (East),Eli274_T
2015,4,3,1005451,Melbourne Central,Swa295_T
2015,4,32,893646,City Square,CSq_T
2015,4,5,873302,Princes Bridge,PriNW_T
2015,4,1,834227,Bourke Street Mall (North),Bou292_T
2015,4,2,762652,Bourke Street Mall (South),Bou283_T
2015,4,24,727776,Spencer St-Collins St (North),Col620_T
2015,5,38,1775415,Flinders St-Swanston St (West),Swa11_T
2015,5,6,1116699,Flinders Street Station Underpass,FliS_T
2015,5,4,1083577,Town Hall (West),Swa123_T
2015,5,22,1064189,Flinders St-Elizabeth St (East),Eli274_T
2015,5,3,947615,Melbourne Central,Swa295_T
2015,5,1,805145,Bourke Street Mall (North),Bou292_T
2015,5,5,783172,Princes Bridge,PriNW_T
2015,5,24,769928,Spencer St-Collins St (North),Col620_T
2015,5,32,733911,City Square,CSq_T
2015,5,2,721904,Bourke Street Mall (South),Bou283_T
2015,6,38,1727424,Flinders St-Swanston St (West),Swa11_T
2015,6,4,1055767,Town Hall (West),Swa123_T
2015,6,22,993804,Flinders St-Elizabeth St (East),Eli274_T
2015,6,6,934698,Flinders Street Station Underpass,FliS_T
2015,6,3,871822,Melbourne Central,Swa295_T
2015,6,5,865442,Princes Bridge,PriNW_T
2015,6,1,785631,Bourke Street Mall (North),Bou292_T
2015,6,24,739170,Spencer St-Collins St (North),Col620_T
2015,6,2,709853,Bourke Street Mall (South),Bou283_T
2015,6,28,662994,The Arts Centre,VAC_T
2015,7,38,1785263,Flinders St-Swanston St (West),Swa11_T
2015,7,6,1153654,Flinders Street Station Underpass,FliS_T
2015,7,4,1116273,Town Hall (West),Swa123_T
2015,7,22,1072318,Flinders St-Elizabeth St (East),Eli274_T
2015,7,3,928252,Melbourne Central,Swa295_T
2015,7,1,854795,Bourke Street Mall (North),Bou292_T
2015,7,24,815189,Spencer St-Collins St (North),Col620_T
2015,7,5,791801,Princes Bridge,PriNW_T
2015,7,2,763194,Bourke Street Mall (South),Bou283_T
2015,7,32,719197,City Square,CSq_T
2015,8,38,1753217,Flinders St-Swanston St (West),Swa11_T
2015,8,6,1089369,Flinders Street Station Underpass,FliS_T
2015,8,4,1071959,Town Hall (West),Swa123_T
2015,8,3,956631,Melbourne Central,Swa295_T
2015,8,1,798046,Bourke Street Mall (North),Bou292_T
2015,8,5,779201,Princes Bridge,PriNW_T
2015,8,24,777888,Spencer St-Collins St (North),Col620_T
2015,8,2,733689,Bourke Street Mall (South),Bou283_T
2015,8,28,656452,The Arts Centre,VAC_T
2015,8,15,623419,State Library,QV_T
2015,9,38,1727151,Flinders St-Swanston St (West),Swa11_T
2015,9,4,1049441,Town Hall (West),Swa123_T
2015,9,6,1038950,Flinders Street Station Underpass,FliS_T
2015,9,22,1021606,Flinders St-Elizabeth St (East),Eli274_T
2015,9,3,930881,Melbourne Central,Swa295_T
2015,9,5,821938,Princes Bridge,PriNW_T
2015,9,1,802090,Bourke Street Mall (North),Bou292_T
2015,9,24,758920,Spencer St-Collins St (North),Col620_T
2015,9,2,751721,Bourke Street Mall (South),Bou283_T
2015,9,29,745970,St Kilda Rd-Alexandra Gardens,AG_T
2015,10,38,1820460,Flinders St-Swanston St (West),Swa11_T
2015,10,4,1100600,Town Hall (West),Swa123_T
2015,10,6,1048475,Flinders Street Station Underpass,FliS_T
2015,10,3,960945,Melbourne Central,Swa295_T
2015,10,5,899311,Princes Bridge,PriNW_T
2015,10,24,881282,Spencer St-Collins St (North),Col620_T
2015,10,2,806308,Bourke Street Mall (South),Bou283_T
2015,10,32,803964,City Square,CSq_T
2015,10,1,796249,Bourke Street Mall (North),Bou292_T
2015,10,28,705176,The Arts Centre,VAC_T
2015,11,38,1818857,Flinders St-Swanston St (West),Swa11_T
2015,11,4,1163968,Town Hall (West),Swa123_T
2015,11,6,1021637,Flinders Street Station Underpass,FliS_T
2015,11,3,922027,Melbourne Central,Swa295_T
2015,11,5,913026,Princes Bridge,PriNW_T
2015,11,24,856077,Spencer St-Collins St (North),Col620_T
2015,11,2,851184,Bourke Street Mall (South),Bou283_T
2015,11,32,797448,City Square,CSq_T
2015,11,22,759027,Flinders St-Elizabeth St (East),Eli274_T
2015,11,28,704579,The Arts Centre,VAC_T
2015,12,38,1931228,Flinders St-Swanston St (West),Swa11_T
2015,12,4,1407202,Town Hall (West),Swa123_T
2015,12,2,1176202,Bourke Street Mall (South),Bou283_T
2015,12,6,1135071,Flinders Street Station Underpass,FliS_T
2015,12,32,1060047,City Square,CSq_T
2015,12,22,1005259,Flinders St-Elizabeth St (East),Eli274_T
2015,12,5,949329,Princes Bridge,PriNW_T
2015,12,3,945321,Melbourne Central,Swa295_T
2015,12,24,840567,Spencer St-Collins St (North),Col620_T
2015,12,1,728157,Bourke Street Mall (North),Bou292_T
2016,1,38,1844471,Flinders St-Swanston St (West),Swa11_T
2016,1,4,1159534,Town Hall (West),Swa123_T
2016,1,22,1046441,Flinders St-Elizabeth St (East),Eli274_T
2016,1,6,1024338,Flinders Street Station Underpass,FliS_T
2016,1,5,1013688,Princes Bridge,PriNW_T
2016,1,3,854232,Melbourne Central,Swa295_T
2016,1,32,794832,City Square,CSq_T
2016,1,2,794179,Bourke Street Mall (South),Bou283_T
2016,1,28,790301,The Arts Centre,VAC_T
2016,1,1,771448,Bourke Street Mall (North),Bou292_T
2016,2,38,1777979,Flinders St-Swanston St (West),Swa11_T
2016,2,4,1130229,Town Hall (West),Swa123_T
2016,2,6,1041783,Flinders Street Station Underpass,FliS_T
2016,2,22,1034116,Flinders St-Elizabeth St (East),Eli274_T
2016,2,5,1000371,Princes Bridge,PriNW_T
2016,2,3,935836,Melbourne Central,Swa295_T
2016,2,1,920858,Bourke Street Mall (North),Bou292_T
2016,2,32,898480,City Square,CSq_T
2016,2,24,881123,Spencer St-Collins St (North),Col620_T
2016,2,28,777712,The Arts Centre,VAC_T
2016,3,38,1951326,Flinders St-Swanston St (West),Swa11_T
2016,3,4,1198900,Town Hall (West),Swa123_T
2016,3,22,1086249,Flinders St-Elizabeth St (East),Eli274_T
2016,3,6,1081469,Flinders Street Station Underpass,FliS_T
2016,3,5,1047948,Princes Bridge,PriNW_T
2016,3,3,1033265,Melbourne Central,Swa295_T
2016,3,1,990888,Bourke Street Mall (North),Bou292_T
2016,3,24,904908,Spencer St-Collins St (North),Col620_T
2016,3,32,869474,City Square,CSq_T
2016,3,28,788127,The Arts Centre,VAC_T
2016,4,38,1900791,Flinders St-Swanston St (West),Swa11_T
2016,4,4,1187663,Town Hall (West),Swa123_T
2016,4,6,1051200,Flinders Street Station Underpass,FliS_T
2016,4,22,1041483,Flinders St-Elizabeth St (East),Eli274_T
2016,4,1,1027597,Bourke Street Mall (North),Bou292_T
2016,4,5,1025524,Princes Bridge,PriNW_T
2016,4,3,975817,Melbourne Central,Swa295_T
2016,4,32,899690,City Square,CSq_T
2016,4,24,898025,Spencer St-Collins St (North),Col620_T
2016,4,28,821361,The Arts Centre,VAC_T
2016,5,38,1730658,Flinders St-Swanston St (West),Swa11_T
2016,5,4,1036787,Town Hall (West),Swa123_T
2016,5,22,1009353,Flinders St-Elizabeth St (East),Eli274_T
2016,5,6,1003051,Flinders Street Station Underpass,FliS_T
2016,5,35,1000634,Southbank,SouthB_T
2016,5,1,970128,Bourke Street Mall (North),Bou292_T
2016,5,3,963822,Melbourne Central,Swa295_T
2016,5,24,929631,Spencer St-Collins St (North),Col620_T
2016,5,5,799195,Princes Bridge,PriNW_T
2016,5,32,709200,City Square,CSq_T
2016,6,38,1600637,Flinders St-Swanston St (West),Swa11_T
2016,6,4,981576,Town Hall (West),Swa123_T
2016,6,1,964601,Bourke Street Mall (North),Bou292_T
2016,6,6,944461,Flinders Street Station Underpass,FliS_T
2016,6,35,936557,Southbank,SouthB_T
2016,6,24,890224,Spencer St-Collins St (North),Col620_T
2016,6,3,874207,Melbourne Central,Swa295_T
2016,6,5,735724,Princes Bridge,PriNW_T
2016,6,2,704311,Bourke Street Mall (South),Bou283_T
2016,6,32,612759,City Square,CSq_T
2016,7,38,1811931,Flinders St-Swanston St (West),Swa11_T
2016,7,35,1198862,Southbank,SouthB_T
2016,7,4,1100423,Town Hall (West),Swa123_T
2016,7,1,1043822,Bourke Street Mall (North),Bou292_T
2016,7,3,1034508,Melbourne Central,Swa295_T
2016,7,6,1027802,Flinders Street Station Underpass,FliS_T
2016,7,24,918993,Spencer St-Collins St (North),Col620_T
2016,7,5,917175,Princes Bridge,PriNW_T
2016,7,32,770654,City Square,CSq_T
2016,7,2,760530,Bourke Street Mall (South),Bou283_T
2016,8,38,1805067,Flinders St-Swanston St (West),Swa11_T
2016,8,35,1139566,Southbank,SouthB_T
2016,8,4,1040264,Town Hall (West),Swa123_T
2016,8,3,1024618,Melbourne Central,Swa295_T
2016,8,6,1023647,Flinders Street Station Underpass,FliS_T
2016,8,1,997722,Bourke Street Mall (North),Bou292_T
2016,8,24,955010,Spencer St-Collins St (North),Col620_T
2016,8,5,877871,Princes Bridge,PriNW_T
2016,8,32,733874,City Square,CSq_T
2016,8,28,714621,The Arts Centre,VAC_T
2016,9,38,1735719,Flinders St-Swanston St (West),Swa11_T
2016,9,35,1127884,Southbank,SouthB_T
2016,9,4,1047727,Town Hall (West),Swa123_T
2016,9,6,994761,Flinders Street Station Underpass,FliS_T
2016,9,1,986772,Bourke Street Mall (North),Bou292_T
2016,9,3,964707,Melbourne Central,Swa295_T
2016,9,24,894769,Spencer St-Collins St (North),Col620_T
2016,9,5,866167,Princes Bridge,PriNW_T
2016,9,2,726441,Bourke Street Mall (South),Bou283_T
2016,9,32,705794,City Square,CSq_T
2016,10,38,1737392,Flinders St-Swanston St (West),Swa11_T
2016,10,35,1137061,Southbank,SouthB_T
2016,10,6,1025030,Flinders Street Station Underpass,FliS_T
2016,10,1,992592,Bourke Street Mall (North),Bou292_T
2016,10,24,918917,Spencer St-Collins St (North),Col620_T
2016,10,5,853612,Princes Bridge,PriNW_T
2016,10,2,749275,Bourke Street Mall (South),Bou283_T
2016,10,32,704322,City Square,CSq_T
2016,10,28,645213,The Arts Centre,VAC_T
2016,10,15,618886,State Library,QV_T
2016,11,38,1740523,Flinders St-Swanston St (West),Swa11_T
2016,11,35,1209377,Southbank,SouthB_T
2016,11,6,1083579,Flinders Street Station Underpass,FliS_T
2016,11,1,1039800,Bourke Street Mall (North),Bou292_T
2016,11,5,936075,Princes Bridge,PriNW_T
2016,11,24,920024,Spencer St-Collins St (North),Col620_T
2016,11,2,800306,Bourke Street Mall (South),Bou283_T
2016,11,32,790066,City Square,CSq_T
2016,11,28,723913,The Arts Centre,VAC_T
2016,11,15,641582,State Library,QV_T
2016,12,38,1857062,Flinders St-Swanston St (West),Swa11_T
2016,12,35,1474484,Southbank,SouthB_T
2016,12,1,1248598,Bourke Street Mall (North),Bou292_T
2016,12,6,1149211,Flinders Street Station Underpass,FliS_T
2016,12,2,1124133,Bourke Street Mall (South),Bou283_T
2016,12,5,992642,Princes Bridge,PriNW_T
2016,12,32,988001,City Square,CSq_T
2016,12,24,876361,Spencer St-Collins St (North),Col620_T
2016,12,28,671075,The Arts Centre,VAC_T
2016,12,53,616792,Collins Street (North),Col254_T
2017,1,35,1400383,Southbank,SouthB_T
2017,1,6,1055408,Flinders Street Station Underpass,FliS_T
2017,1,5,1030135,Princes Bridge,PriNW_T
2017,1,1,915872,Bourke Street Mall (North),Bou292_T
2017,1,24,828032,Spencer St-Collins St (North),Col620_T
2017,1,2,773310,Bourke Street Mall (South),Bou283_T
2017,1,28,748812,The Arts Centre,VAC_T
2017,1,7,642163,Birrarung Marr,Fed_T
2017,1,32,579530,City Square,CSq_T
2017,1,15,545573,State Library,QV_T
2017,2,35,1209324,Southbank,SouthB_T
2017,2,6,1021211,Flinders Street Station Underpass,FliS_T
2017,2,5,914301,Princes Bridge,PriNW_T
2017,2,24,899168,Spencer St-Collins St (North),Col620_T
2017,2,3,893209,Melbourne Central,Swa295_T
2017,2,1,884361,Bourke Street Mall (North),Bou292_T
2017,2,2,686297,Bourke Street Mall (South),Bou283_T
2017,2,28,676087,The Arts Centre,VAC_T
2017,2,15,629603,State Library,QV_T
2017,2,13,616789,Flagstaff Station,Wil277_T
2017,3,35,1389256,Southbank,SouthB_T
2017,3,6,1163239,Flinders Street Station Underpass,FliS_T
2017,3,3,1065189,Melbourne Central,Swa295_T
2017,3,24,1060384,Spencer St-Collins St (North),Col620_T
2017,3,1,1033731,Bourke Street Mall (North),Bou292_T
2017,3,5,1020710,Princes Bridge,PriNW_T
2017,3,2,757690,Bourke Street Mall (South),Bou283_T
2017,3,15,719976,State Library,QV_T
2017,3,13,712181,Flagstaff Station,Wil277_T
2017,3,53,543269,Collins Street (North),Col254_T
2017,4,35,1308507,Southbank,SouthB_T
2017,4,6,1012907,Flinders Street Station Underpass,FliS_T
2017,4,1,997482,Bourke Street Mall (North),Bou292_T
2017,4,3,987618,Melbourne Central,Swa295_T
2017,4,5,977749,Princes Bridge,PriNW_T
2017,4,22,969972,Flinders St-Elizabeth St (East),Eli274_T
2017,4,24,871082,Spencer St-Collins St (North),Col620_T
2017,4,2,760434,Bourke Street Mall (South),Bou283_T
2017,4,28,743788,The Arts Centre,VAC_T
2017,4,15,654330,State Library,QV_T
2017,5,35,1157203,Southbank,SouthB_T
2017,5,22,1070699,Flinders St-Elizabeth St (East),Eli274_T
2017,5,6,1058039,Flinders Street Station Underpass,FliS_T
2017,5,24,1023285,Spencer St-Collins St (North),Col620_T
2017,5,1,978905,Bourke Street Mall (North),Bou292_T
2017,5,5,956815,Princes Bridge,PriNW_T
2017,5,3,922636,Melbourne Central,Swa295_T
2017,5,28,845480,The Arts Centre,VAC_T
2017,5,2,693992,Bourke Street Mall (South),Bou283_T
2017,5,15,651078,State Library,QV_T
2017,6,35,1115676,Southbank,SouthB_T
2017,6,6,1009192,Flinders Street Station Underpass,FliS_T
2017,6,4,971094,Town Hall (West),Swa123_T
2017,6,1,968495,Bourke Street Mall (North),Bou292_T
2017,6,22,963521,Flinders St-Elizabeth St (East),Eli274_T
2017,6,24,954109,Spencer St-Collins St (North),Col620_T
2017,6,3,871622,Melbourne Central,Swa295_T
2017,6,28,849099,The Arts Centre,VAC_T
2017,6,5,748546,Princes Bridge,PriNW_T
2017,6,2,702261,Bourke Street Mall (South),Bou283_T
2017,7,41,1504540,Flinders La-Swanston St (West),Swa31
2017,7,35,1203955,Southbank,SouthB_T
2017,7,4,1080143,Town Hall (West),Swa123_T
2017,7,6,1055075,Flinders Street Station Underpass,FliS_T
2017,7,1,1005119,Bourke Street Mall (North),Bou292_T
2017,7,24,996873,Spencer St-Collins St (North),Col620_T
2017,7,3,963212,Melbourne Central,Swa295_T
2017,7,28,804272,The Arts Centre,VAC_T
2017,7,2,742760,Bourke Street Mall (South),Bou283_T
2017,7,45,669455,Little Collins St-Swanston St (East),Swa148_T
2017,8,41,1482257,Flinders La-Swanston St (West),Swa31
2017,8,35,1084862,Southbank,SouthB_T
2017,8,6,1040597,Flinders Street Station Underpass,FliS_T
2017,8,24,1031431,Spencer St-Collins St (North),Col620_T
2017,8,4,1028463,Town Hall (West),Swa123_T
2017,8,3,968681,Melbourne Central,Swa295_T
2017,8,1,941881,Bourke Street Mall (North),Bou292_T
2017,8,28,714967,The Arts Centre,VAC_T
2017,8,2,684195,Bourke Street Mall (South),Bou283_T
2017,8,15,663859,State Library,QV_T
2017,9,41,1329334,Flinders La-Swanston St (West),Swa31
2017,9,35,1134351,Southbank,SouthB_T
2017,9,6,1017160,Flinders Street Station Underpass,FliS_T
2017,9,4,994995,Town Hall (West),Swa123_T
2017,9,24,943961,Spencer St-Collins St (North),Col620_T
2017,9,1,937740,Bourke Street Mall (North),Bou292_T
2017,9,3,929795,Melbourne Central,Swa295_T
2017,9,28,771848,The Arts Centre,VAC_T
2017,9,2,699499,Bourke Street Mall (South),Bou283_T
2017,9,47,690642,Melbourne Central-Elizabeth St (East),Eli250_T
2017,10,41,1369663,Flinders La-Swanston St (West),Swa31
2017,10,35,1305189,Southbank,SouthB_T
2017,10,6,1149960,Flinders Street Station Underpass,FliS_T
2017,10,4,1037201,Town Hall (West),Swa123_T
2017,10,24,1013618,Spencer St-Collins St (North),Col620_T
2017,10,1,963580,Bourke Street Mall (North),Bou292_T
2017,10,3,956458,Melbourne Central,Swa295_T
2017,10,28,861405,The Arts Centre,VAC_T
2017,10,2,753803,Bourke Street Mall (South),Bou283_T
2017,10,47,743330,Melbourne Central-Elizabeth St (East),Eli250_T
2017,11,41,1434538,Flinders La-Swanston St (West),Swa31
2017,11,35,1336592,Southbank,SouthB_T
2017,11,22,1178237,Flinders St-Elizabeth St (East),Eli274_T
2017,11,6,1174889,Flinders Street Station Underpass,FliS_T
2017,11,4,1093601,Town Hall (West),Swa123_T
2017,11,5,1055953,Princes Bridge,PriNW_T
2017,11,24,994839,Spencer St-Collins St (North),Col620_T
2017,11,1,990897,Bourke Street Mall (North),Bou292_T
2017,11,3,932668,Melbourne Central,Swa295_T
2017,11,2,804618,Bourke Street Mall (South),Bou283_T
2017,12,41,1534446,Flinders La-Swanston St (West),Swa31
2017,12,35,1496960,Southbank,SouthB_T
2017,12,4,1264956,Town Hall (West),Swa123_T
2017,12,6,1196341,Flinders Street Station Underpass,FliS_T
2017,12,22,1153637,Flinders St-Elizabeth St (East),Eli274_T
2017,12,1,1136439,Bourke Street Mall (North),Bou292_T
2017,12,5,1086973,Princes Bridge,PriNW_T
2017,12,2,1027063,Bourke Street Mall (South),Bou283_T
2017,12,3,927957,Melbourne Central,Swa295_T
2017,12,24,911571,Spencer St-Collins St (North),Col620_T
2018,1,41,1455498,Flinders La-Swanston St (West),Swa31
2018,1,35,1439788,Southbank,SouthB_T
2018,1,5,1199066,Princes Bridge,PriNW_T
2018,1,22,1153177,Flinders St-Elizabeth St (East),Eli274_T
2018,1,6,1110076,Flinders Street Station Underpass,FliS_T
2018,1,4,1084434,Town Hall (West),Swa123_T
2018,1,28,953696,The Arts Centre,VAC_T
2018,1,1,892058,Bourke Street Mall (North),Bou292_T
2018,1,24,891489,Spencer St-Collins St (North),Col620_T
2018,1,3,808699,Melbourne Central,Swa295_T
2018,2,35,1369333,Southbank,SouthB_T
2018,2,41,1358989,Flinders La-Swanston St (West),Swa31
2018,2,6,1145147,Flinders Street Station Underpass,FliS_T
2018,2,22,1103283,Flinders St-Elizabeth St (East),Eli274_T
2018,2,5,1102898,Princes Bridge,PriNW_T
2018,2,4,1035079,Town Hall (West),Swa123_T
2018,2,24,953082,Spencer St-Collins St (North),Col620_T
2018,2,1,908056,Bourke Street Mall (North),Bou292_T
2018,2,3,892607,Melbourne Central,Swa295_T
2018,2,28,850372,The Arts Centre,VAC_T
